Uniprot ID,Gene Name,Uniprot Name,Protein Name
O60383,GDF9,GDF9_HUMAN,Growth/differentiation factor 9
P49005,POLD2,DPOD2_HUMAN,DNA polymerase delta subunit 2
Q9NV70,EXOC1,EXOC1_HUMAN,Exocyst complex component 1
Q6UX07,DHRS13,DHR13_HUMAN,Dehydrogenase/reductase SDR family member 13
Q30KQ9,DEFB110,DB110_HUMAN,Beta-defensin 110
Q8TF08,COX7B2,CX7B2_HUMAN,"Cytochrome c oxidase subunit 7B2, mitochondrial"
P04066,FUCA1,FUCO_HUMAN,Tissue alpha-L-fucosidase
O00748,CES2,EST2_HUMAN,Cocaine esterase
Q8N2C3,DEPDC4,DEPD4_HUMAN,DEP domain-containing protein 4
Q9NQG6,MIEF1,MID51_HUMAN,Mitochondrial dynamics protein MID51
Q9H1M4,DEFB127,DB127_HUMAN,Beta-defensin 127
Q7Z304,MAMDC2,MAMC2_HUMAN,MAM domain-containing protein 2
O00370,,LORF2_HUMAN,LINE-1 retrotransposable element ORF2 protein
Q9UN81,L1RE1,LORF1_HUMAN,LINE-1 retrotransposable element ORF1 protein
O95819,MAP4K4,M4K4_HUMAN,Mitogen-activated protein kinase kinase kinase kinase 4
Q86W92,PPFIBP1,LIPB1_HUMAN,Liprin-beta-1
Q96IZ6,METTL2A,MET2A_HUMAN,Methyltransferase-like protein 2A
Q09327,MGAT3,MGAT3_HUMAN,"Beta-1,4-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase"
Q8IUE6,HIST2H2AB,H2A2B_HUMAN,Histone H2A type 2-B
P46439,GSTM5,GSTM5_HUMAN,Glutathione S-transferase Mu 5
Q9NX55,HYPK,HYPK_HUMAN,Huntingtin-interacting protein K
Q6WRI0,IGSF10,IGS10_HUMAN,Immunoglobulin superfamily member 10
Q5T7N2,L1TD1,LITD1_HUMAN,LINE-1 type transposase domain-containing protein 1
Q9HAT1,LMAN1L,LMA1L_HUMAN,Protein ERGIC-53-like
Q68G75,LEMD1,LEMD1_HUMAN,LEM domain-containing protein 1
Q6UWP7,LCLAT1,LCLT1_HUMAN,Lysocardiolipin acyltransferase 1
Q7Z628,NET1,ARHG8_HUMAN,Neuroepithelial cell-transforming gene 1 protein
O75493,CA11,CAH11_HUMAN,Carbonic anhydrase-related protein 11
Q03135,CAV1,CAV1_HUMAN,Caveolin-1
P61163,ACTR1A,ACTZ_HUMAN,Alpha-centractin
Q9UGL9,CRCT1,CRCT1_HUMAN,Cysteine-rich C-terminal protein 1
A8MW95,BECN2,BECN2_HUMAN,Beclin-2
Q9NX04,C1orf109,CA109_HUMAN,Uncharacterized protein C1orf109
Q8NC38,ZNF436-AS1,CA213_HUMAN,Putative uncharacterized protein ZNF436-AS1
Q7RTU4,BHLHA9,BHA09_HUMAN,Class A basic helix-loop-helix protein 9
Q9UKA4,AKAP11,AKA11_HUMAN,A-kinase anchor protein 11
Q8N9N5,BANP,BANP_HUMAN,Protein BANP
Q96LT7,C9orf72,CI072_HUMAN,Guanine nucleotide exchange C9orf72
Q9H0W5,CCDC8,CCDC8_HUMAN,Coiled-coil domain-containing protein 8
P41002,CCNF,CCNF_HUMAN,Cyclin-F
Q8N2Z9,CENPS,CENPS_HUMAN,Centromere protein S
O60306,AQR,AQR_HUMAN,RNA helicase aquarius
Q7Z4U5,C6orf201,CF201_HUMAN,Uncharacterized protein C6orf201
O95861,BPNT1,BPNT1_HUMAN,"3'(2'),5'-bisphosphate nucleotidase 1"
A0A1B0GVD1,FAM237B,F237B_HUMAN,Protein FAM237B
Q16877,PFKFB4,F264_HUMAN,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 4"
Q8NCA5,FAM98A,FA98A_HUMAN,Protein FAM98A
Q6NV75,GPR153,GP153_HUMAN,Probable G-protein coupled receptor 153
Q5D0E6,DALRD3,DALD3_HUMAN,DALR anticodon-binding domain-containing protein 3
Q01844,EWSR1,EWS_HUMAN,RNA-binding protein EWS
Q7Z7J5,DPPA2,DPPA2_HUMAN,Developmental pluripotency-associated protein 2
Q9H1C7,CYSTM1,CYTM1_HUMAN,Cysteine-rich and transmembrane domain-containing protein 1
P08754,GNAI3,GNAI3_HUMAN,Guanine nucleotide-binding protein G(i) subunit alpha
H0Y354,FAM72C,FA72C_HUMAN,Protein FAM72C
Q9UBU2,DKK2,DKK2_HUMAN,Dickkopf-related protein 2
O95886,DLGAP3,DLGP3_HUMAN,Disks large-associated protein 3
Q8IV61,RASGRP3,GRP3_HUMAN,Ras guanyl-releasing protein 3
P63092,GNAS,GNAS2_HUMAN,Guanine nucleotide-binding protein G(s) subunit alpha isoforms short
Q8IWT3,CUL9,CUL9_HUMAN,Cullin-9
P02778,CXCL10,CXL10_HUMAN,C-X-C motif chemokine 10
P55884,EIF3B,EIF3B_HUMAN,Eukaryotic translation initiation factor 3 subunit B
O95718,ESRRB,ERR2_HUMAN,Steroid hormone receptor ERR2
Q9BQY9,DBNDD2,DBND2_HUMAN,Dysbindin domain-containing protein 2
P24046,GABRR1,GBRR1_HUMAN,Gamma-aminobutyric acid receptor subunit rho-1
Q9BZD3,GCOM2,GCOM2_HUMAN,Putative GRINL1B complex locus protein 2
Q9BQA9,CYBC1,CYBC1_HUMAN,Cytochrome b-245 chaperone 1
P00167,CYB5A,CYB5_HUMAN,Cytochrome b5
Q86V88,MDP1,MGDP1_HUMAN,Magnesium-dependent phosphatase 1
P20823,HNF1A,HNF1A_HUMAN,Hepatocyte nuclear factor 1-alpha
Q14126,DSG2,DSG2_HUMAN,Desmoglein-2
P41235,HNF4A,HNF4A_HUMAN,Hepatocyte nuclear factor 4-alpha
Q4ZIN3,TMEM259,MBRL_HUMAN,Membralin
Q504T8,MIDN,MIDN_HUMAN,Midnolin
Q8N108,MIER1,MIER1_HUMAN,Mesoderm induction early response protein 1
Q9H1U4,MEGF9,MEGF9_HUMAN,Multiple epidermal growth factor-like domains protein 9
P17066,HSPA6,HSP76_HUMAN,Heat shock 70 kDa protein 6
O14879,IFIT3,IFIT3_HUMAN,Interferon-induced protein with tetratricopeptide repeats 3
Q7Z3K6,MIER3,MIER3_HUMAN,Mesoderm induction early response protein 3
Q9Y4F3,MARF1,MARF1_HUMAN,Meiosis regulator and mRNA stability factor 1
A8MW99,MEI4,MEI4_HUMAN,Meiosis-specific protein MEI4
Q9UPM6,LHX6,LHX6_HUMAN,LIM/homeobox protein Lhx6
Q0VG99,MESP2,MESP2_HUMAN,Mesoderm posterior protein 2
P23490,LOR,LORI_HUMAN,Loricrin
P27361,MAPK3,MK03_HUMAN,Mitogen-activated protein kinase 3
Q9BXY0,MAK16,MAK16_HUMAN,Protein MAK16 homolog
P40692,MLH1,MLH1_HUMAN,DNA mismatch repair protein Mlh1
Q96EY5,MVB12A,MB12A_HUMAN,Multivesicular body subunit 12A
P05014,IFNA4,IFNA4_HUMAN,Interferon alpha-4
P11142,HSPA8,HSP7C_HUMAN,Heat shock cognate 71 kDa protein
Q08AI8,MAB21L4,MB214_HUMAN,Protein mab-21-like 4
Q14CX5,MFSD13A,MF13A_HUMAN,Transmembrane protein 180
P09237,MMP7,MMP7_HUMAN,Matrilysin
Q29983,MICA,MICA_HUMAN,MHC class I polypeptide-related sequence A
P41218,MNDA,MNDA_HUMAN,Myeloid cell nuclear differentiation antigen
Q13257,MAD2L1,MD2L1_HUMAN,Mitotic spindle assembly checkpoint protein MAD2A
Q16552,IL17A,IL17_HUMAN,Interleukin-17A
P0DMV8,HSPA1A,HS71A_HUMAN,Heat shock 70 kDa protein 1A
Q9H3R0,KDM4C,KDM4C_HUMAN,Lysine-specific demethylase 4C
Q8IYA8,CCDC36,IHO1_HUMAN,Interactor of HORMAD1 protein 1
Q9Y5L5,LENEP,LENEP_HUMAN,Lens epithelial cell protein LEP503
Q9NUP1,BLOC1S4,BL1S4_HUMAN,Biogenesis of lysosome-related organelles complex 1 subunit 4
P41182,BCL6,BCL6_HUMAN,B-cell lymphoma 6 protein
O75061,DNAJC6,AUXI_HUMAN,Putative tyrosine-protein phosphatase auxilin
Q8TDG2,ACTRT1,ACTT1_HUMAN,Actin-related protein T1
Q96HA4,C1orf159,CA159_HUMAN,Uncharacterized protein C1orf159
Q13191,CBLB,CBLB_HUMAN,E3 ubiquitin-protein ligase CBL-B
Q96LX7,CCDC17,CCD17_HUMAN,Coiled-coil domain-containing protein 17
Q8TDN4,CABLES1,CABL1_HUMAN,CDK5 and ABL1 enzyme substrate 1
Q9Y375,NDUFAF1,CIA30_HUMAN,"Complex I intermediate-associated protein 30, mitochondrial"
Q9UPA5,BSN,BSN_HUMAN,Protein bassoon
Q02410,APBA1,APBA1_HUMAN,Amyloid-beta A4 precursor protein-binding family A member 1
Q15173,PPP2R5B,2A5B_HUMAN,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit beta isoform
Q96M91,CFAP53,CFA53_HUMAN,Cilia- and flagella-associated protein 53
Q5FYB1,ARSI,ARSI_HUMAN,Arylsulfatase I
Q96GR2,ACSBG1,ACBG1_HUMAN,Long-chain-fatty-acid--CoA ligase ACSBG1
Q9UPM9,B9D1,B9D1_HUMAN,B9 domain-containing protein 1
P26842,CD27,CD27_HUMAN,CD27 antigen
P28330,ACADL,ACADL_HUMAN,"Long-chain specific acyl-CoA dehydrogenase, mitochondrial"
Q6GMV1,ALG1L,ALG1L_HUMAN,Putative glycosyltransferase ALG1-like
Q9NY61,AATF,AATF_HUMAN,Protein AATF
Q8NCB2,CAMKV,CAMKV_HUMAN,CaM kinase-like vesicle-associated protein
Q99700,ATXN2,ATX2_HUMAN,Ataxin-2
Q5H9R4,ARMCX4,ARMX4_HUMAN,Armadillo repeat-containing X-linked protein 4
Q8WZ64,ARAP2,ARAP2_HUMAN,"Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 2"
Q5T5Y3,CAMSAP1,CAMP1_HUMAN,Calmodulin-regulated spectrin-associated protein 1
Q9H3M9,ATXN3L,ATX3L_HUMAN,Ataxin-3-like protein
Q3MJ40,CCDC144B,C144B_HUMAN,Coiled-coil domain-containing protein 144B
Q9H8Y5,ANKZF1,ANKZ1_HUMAN,Ankyrin repeat and zinc finger domain-containing protein 1
Q99424,ACOX2,ACOX2_HUMAN,Peroxisomal acyl-coenzyme A oxidase 2
Q8WUX2,CHAC2,CHAC2_HUMAN,Glutathione-specific gamma-glutamylcyclotransferase 2
P02747,C1QC,C1QC_HUMAN,Complement C1q subcomponent subunit C
P10635,CYP2D6,CP2D6_HUMAN,Cytochrome P450 2D6
Q9UQB9,AURKC,AURKC_HUMAN,Aurora kinase C
P0C6C1,ANKRD34C,AN34C_HUMAN,Ankyrin repeat domain-containing protein 34C
O75973,C1QL1,C1QRF_HUMAN,C1q-related factor
P32929,CTH,CGL_HUMAN,Cystathionine gamma-lyase
O43310,CTIF,CTIF_HUMAN,CBP80/20-dependent translation initiation factor
Q5IJ48,CRB2,CRUM2_HUMAN,Protein crumbs homolog 2
Q9Y6Z2,LINC01558,CF123_HUMAN,Uncharacterized protein encoded by LINC01558
Q6P2P2,PRMT9,ANM9_HUMAN,Protein arginine N-methyltransferase 9
O95639,CPSF4,CPSF4_HUMAN,Cleavage and polyadenylation specificity factor subunit 4
P06881,CALCA,CALCA_HUMAN,Calcitonin gene-related peptide 1
Q9BZE7,C22orf23,EVG1_HUMAN,UPF0193 protein EVG1
Q0D2H9,GOLGA8DP,GOG8D_HUMAN,Putative golgin subfamily A member 8D
Q9UM11,FZR1,FZR1_HUMAN,Fizzy-related protein homolog
Q08AF8,GOLGA8F,GOG8F_HUMAN,Putative golgin subfamily A member 8F/8G
O00571,DDX3X,DDX3X_HUMAN,ATP-dependent RNA helicase DDX3X
Q8NET1,DEFB108B,D108B_HUMAN,Beta-defensin 108B
Q96DC8,ECHDC3,ECHD3_HUMAN,"Enoyl-CoA hydratase domain-containing protein 3, mitochondrial"
P48546,GIPR,GIPR_HUMAN,Gastric inhibitory polypeptide receptor
Q8TC99,FNDC8,FNDC8_HUMAN,Fibronectin type III domain-containing protein 8
Q5VUD6,DIPK1B,DIK1B_HUMAN,Divergent protein kinase domain 1B
P13762,HLA-DRB4,DRB4_HUMAN,"HLA class II histocompatibility antigen, DR beta 4 chain"
Q9H840,GEMIN7,GEMI7_HUMAN,Gem-associated protein 7
Q5HYR2,DMRTC1,DMRTC_HUMAN,Doublesex- and mab-3-related transcription factor C1
Q3SXM0,DCAF4L1,DC4L1_HUMAN,DDB1- and CUL4-associated factor 4-like protein 1
Q96I24,FUBP3,FUBP3_HUMAN,Far upstream element-binding protein 3
O60494,CUBN,CUBN_HUMAN,Cubilin
Q8WWV6,FCAMR,FCAMR_HUMAN,High affinity immunoglobulin alpha and immunoglobulin mu Fc receptor
P41970,ELK3,ELK3_HUMAN,ETS domain-containing protein Elk-3
Q8NDY4,MDS2,MDS2_HUMAN,Myelodysplastic syndrome 2 translocation-associated protein
Q14582,MXD4,MAD4_HUMAN,Max dimerization protein 4
Q96S86,HAPLN3,HPLN3_HUMAN,Hyaluronan and proteoglycan link protein 3
P0CW19,LIMS3,LIMS3_HUMAN,LIM and senescent cell antigen-like-containing domain protein 3
P0DM35,MT1HL1,M1BL1_HUMAN,Metallothionein 1H-like protein 1
Q86SG7,LYG2,LYG2_HUMAN,Lysozyme g-like protein 2
Q7L1W4,LRRC8D,LRC8D_HUMAN,Volume-regulated anion channel subunit LRRC8D
Q3MHD2,LSM12,LSM12_HUMAN,Protein LSM12 homolog
Q6ZQY2,LRRC74B,LR74B_HUMAN,Leucine-rich repeat-containing protein 74B
P01593,IGKV1D-33,KVD33_HUMAN,Immunoglobulin kappa variable 1D-33
Q5T754,LCE1F,LCE1F_HUMAN,Late cornified envelope protein 1F
P53708,ITGA8,ITA8_HUMAN,Integrin alpha-8
F2Z398,LMO7DN,LMO7D_HUMAN,LMO7 downstream neighbor protein
Q01581,HMGCS1,HMCS1_HUMAN,"Hydroxymethylglutaryl-CoA synthase, cytoplasmic"
Q7Z353,HDX,HDX_HUMAN,Highly divergent homeobox
Q9BXC0,HCAR1,HCAR1_HUMAN,Hydroxycarboxylic acid receptor 1
P07864,LDHC,LDHC_HUMAN,L-lactate dehydrogenase C chain
P04264,KRT1,K2C1_HUMAN,"Keratin, type II cytoskeletal 1"
P05231,IL6,IL6_HUMAN,Interleukin-6
Q16787,LAMA3,LAMA3_HUMAN,Laminin subunit alpha-3
O75052,NOS1AP,CAPON_HUMAN,Carboxyl-terminal PDZ ligand of neuronal nitric oxide synthase protein
Q8NCU1,CCDC197,CC197_HUMAN,Uncharacterized protein CCDC197
Q8TAP6,CEP76,CEP76_HUMAN,Centrosomal protein of 76 kDa
Q9Y2F9,BTBD3,BTBD3_HUMAN,BTB/POZ domain-containing protein 3
Q8NBF6,AVL9,AVL9_HUMAN,Late secretory pathway protein AVL9 homolog
P62955,CACNG7,CCG7_HUMAN,Voltage-dependent calcium channel gamma-7 subunit
Q7Z591,AKNA,AKNA_HUMAN,Microtubule organization protein AKNA
Q6ZUJ8,PIK3AP1,BCAP_HUMAN,Phosphoinositide 3-kinase adapter protein 1
Q96LS8,C2orf48,CB048_HUMAN,Uncharacterized protein C2orf48
Q9UMQ3,BARX2,BARX2_HUMAN,Homeobox protein BarH-like 2
Q8IYX8,CEP57L1,CE57L_HUMAN,Centrosomal protein CEP57L1
Q711Q0,CEFIP,CEFIP_HUMAN,Cardiac-enriched FHL2-interacting protein
B1AMM8,LINC00587,CI107_HUMAN,Putative uncharacterized protein encoded by LINC00587
Q86Y22,COL23A1,CONA1_HUMAN,Collagen alpha-1(XXIII) chain
Q9P296,C5AR2,C5AR2_HUMAN,C5a anaphylatoxin chemotactic receptor 2
Q14865,ARID5B,ARI5B_HUMAN,AT-rich interactive domain-containing protein 5B
Q96A33,CCDC47,CCD47_HUMAN,Coiled-coil domain-containing protein 47
Q01432,AMPD3,AMPD3_HUMAN,AMP deaminase 3
Q8WTX7,CASTOR1,CAST1_HUMAN,Cytosolic arginine sensor for mTORC1 subunit 1
Q9UKL3,CASP8AP2,C8AP2_HUMAN,CASP8-associated protein 2
Q5TC12,ATPAF1,ATPF1_HUMAN,ATP synthase mitochondrial F1 complex assembly factor 1
P08133,ANXA6,ANXA6_HUMAN,Annexin A6
P10909,CLU,CLUS_HUMAN,Clusterin
P30988,CALCR,CALCR_HUMAN,Calcitonin receptor
P02654,APOC1,APOC1_HUMAN,Apolipoprotein C-I
Q6UXS0,CLEC19A,CL19A_HUMAN,C-type lectin domain family 19 member A
P09497,CLTB,CLCB_HUMAN,Clathrin light chain B
Q6NZY7,CDC42EP5,BORG3_HUMAN,Cdc42 effector protein 5
A0A1B0GUA9,C13orf46,CM046_HUMAN,Uncharacterized protein C13orf46
Q12873,CHD3,CHD3_HUMAN,Chromodomain-helicase-DNA-binding protein 3
P19961,AMY2B,AMY2B_HUMAN,Alpha-amylase 2B
A6NDE8,GAGE12H,GG12H_HUMAN,G antigen 12H
A6NDY2,FAM90A10P,F90AA_HUMAN,Putative protein FAM90A10P
Q9H819,DNAJC18,DJC18_HUMAN,DnaJ homolog subfamily C member 18
Q96SL1,SLC49A4,DIRC2_HUMAN,Solute carrier family 49 member 4
A6NCC3,GOLGA8O,GOG8O_HUMAN,Golgin subfamily A member 8O
P27469,G0S2,G0S2_HUMAN,G0/G1 switch protein 2
Q92499,DDX1,DDX1_HUMAN,ATP-dependent RNA helicase DDX1
P39086,GRIK1,GRIK1_HUMAN,"Glutamate receptor ionotropic, kainate 1"
A6NGU5,GGT3P,GGT3_HUMAN,Putative glutathione hydrolase 3 proenzyme
Q14195,DPYSL3,DPYL3_HUMAN,Dihydropyrimidinase-related protein 3
P19526,FUT1,FUT1_HUMAN,Galactoside 2-alpha-L-fucosyltransferase 1
P15408,FOSL2,FOSL2_HUMAN,Fos-related antigen 2
Q4G0M1,ERFE,ERFE_HUMAN,Erythroferrone
Q4ZHG4,FNDC1,FNDC1_HUMAN,Fibronectin type III domain-containing protein 1
Q7L5Y6,DET1,DET1_HUMAN,DET1 homolog
P46095,GPR6,GPR6_HUMAN,G-protein coupled receptor 6
Q9GZT9,EGLN1,EGLN1_HUMAN,Egl nine homolog 1
Q6ZN03,LINC00322,CU136_HUMAN,Putative uncharacterized protein encoded by LINC00322
Q5JVL4,EFHC1,EFHC1_HUMAN,EF-hand domain-containing protein 1
O00418,EEF2K,EF2K_HUMAN,Eukaryotic elongation factor 2 kinase
Q96MZ0,GDAP1L1,GD1L1_HUMAN,Ganglioside-induced differentiation-associated protein 1-like 1
Q15723,ELF2,ELF2_HUMAN,ETS-related transcription factor Elf-2
P35638,DDIT3,DDIT3_HUMAN,DNA damage-inducible transcript 3 protein
Q5W0A0,ERICH6B,ERI6B_HUMAN,Glutamate-rich protein 6B
P41214,EIF2D,EIF2D_HUMAN,Eukaryotic translation initiation factor 2D
P0C7U0,ELFN1,ELFN1_HUMAN,Protein ELFN1
Q14393,GAS6,GAS6_HUMAN,Growth arrest-specific protein 6
O43716,GATC,GATC_HUMAN,"Glutamyl-tRNA(Gln) amidotransferase subunit C, mitochondrial"
O43708,GSTZ1,MAAI_HUMAN,Maleylacetoacetate isomerase
Q6ZMW3,EML6,EMAL6_HUMAN,Echinoderm microtubule-associated protein-like 6
O95822,MLYCD,DCMC_HUMAN,"Malonyl-CoA decarboxylase, mitochondrial"
P31995,FCGR2C,FCG2C_HUMAN,Low affinity immunoglobulin gamma Fc region receptor II-c
P61962,DCAF7,DCAF7_HUMAN,DDB1- and CUL4-associated factor 7
P02679,FGG,FIBG_HUMAN,Fibrinogen gamma chain
Q9HCQ5,GALNT9,GALT9_HUMAN,Polypeptide N-acetylgalactosaminyltransferase 9
Q9UJT9,FBXL7,FBXL7_HUMAN,F-box/LRR-repeat protein 7
Q9H7H0,METTL17,MET17_HUMAN,"Methyltransferase-like protein 17, mitochondrial"
Q8NA82,MARCH10,MARHA_HUMAN,Probable E3 ubiquitin-protein ligase MARCH10
Q06136,KDSR,KDSR_HUMAN,3-ketodihydrosphingosine reductase
Q8TF76,HASPIN,HASP_HUMAN,Serine/threonine-protein kinase haspin
Q96BZ8,LENG1,LENG1_HUMAN,Leukocyte receptor cluster member 1
O76095,JTB,JTB_HUMAN,Protein JTB
Q92831,KAT2B,KAT2B_HUMAN,Histone acetyltransferase KAT2B
Q6YP21,KYAT3,KAT3_HUMAN,Kynurenine--oxoglutarate transaminase 3
A0A0C4DH67,IGKV1-8,KV108_HUMAN,Immunoglobulin kappa variable 1-8
O60271,SPAG9,JIP4_HUMAN,C-Jun-amino-terminal kinase-interacting protein 4
O00221,NFKBIE,IKBE_HUMAN,NF-kappa-B inhibitor epsilon
Q8IV36,HID1,HID1_HUMAN,Protein HID1
Q86WU2,LDHD,LDHD_HUMAN,"Probable D-lactate dehydrogenase, mitochondrial"
Q8IZT6,ASPM,ASPM_HUMAN,Abnormal spindle-like microcephaly-associated protein
Q9NQS1,AVEN,AVEN_HUMAN,Cell death regulator Aven
Q9NRL2,BAZ1A,BAZ1A_HUMAN,Bromodomain adjacent to zinc finger domain protein 1A
Q1T7F1,,CCB42_HUMAN,Putative chemokine-related protein B42
Q8N1I8,CACTIN-AS1,CAAS1_HUMAN,Putative uncharacterized protein encoded by CACTIN-AS1
Q9NS85,CA10,CAH10_HUMAN,Carbonic anhydrase-related protein 10
Q8NHW4,CCL4L1,CC4L_HUMAN,C-C motif chemokine 4-like
Q6PJG6,BRAT1,BRAT1_HUMAN,BRCA1-associated ATM activator 1
P05089,ARG1,ARGI1_HUMAN,Arginase-1
Q02338,BDH1,BDH_HUMAN,"D-beta-hydroxybutyrate dehydrogenase, mitochondrial"
Q8IW93,ARHGEF19,ARHGJ_HUMAN,Rho guanine nucleotide exchange factor 19
Q5VTE6,ANGEL2,ANGE2_HUMAN,Protein angel homolog 2
Q0VFZ6,CCDC173,CC173_HUMAN,Coiled-coil domain-containing protein 173
Q9Y259,CHKB,CHKB_HUMAN,Choline/ethanolamine kinase
A6NNJ1,FAM90A9P,F90A9_HUMAN,Putative protein FAM90A9P
P10643,C7,CO7_HUMAN,Complement component C7
Q8IZF6,ADGRG4,AGRG4_HUMAN,Adhesion G-protein coupled receptor G4
Q8IZF4,ADGRG5,AGRG5_HUMAN,Adhesion G-protein coupled receptor G5
A8MX19,FAM90A12P,F90AC_HUMAN,Putative protein FAM90A12P
Q6ZVF9,GPRIN3,GRIN3_HUMAN,G protein-regulated inducer of neurite outgrowth 3
P11488,GNAT1,GNAT1_HUMAN,Guanine nucleotide-binding protein G(t) subunit alpha-1
Q13216,ERCC8,ERCC8_HUMAN,DNA excision repair protein ERCC-8
Q5VW38,GPR107,GP107_HUMAN,Protein GPR107
Q9H4H8,FAM83D,FA83D_HUMAN,Protein FAM83D
H3BQW9,FAM229A,F229A_HUMAN,Protein FAM229A
P35462,DRD3,DRD3_HUMAN,D(3) dopamine receptor
P19875,CXCL2,CXCL2_HUMAN,C-X-C motif chemokine 2
Q8IXL6,FAM20C,FA20C_HUMAN,Extracellular serine/threonine protein kinase FAM20C
Q8NHQ9,DDX55,DDX55_HUMAN,ATP-dependent RNA helicase DDX55
P21917,DRD4,DRD4_HUMAN,D(4) dopamine receptor
Q12959,DLG1,DLG1_HUMAN,Disks large homolog 1
Q8TC84,FANK1,FANK1_HUMAN,Fibronectin type 3 and ankyrin repeat domains protein 1
Q14416,GRM2,GRM2_HUMAN,Metabotropic glutamate receptor 2
Q8IUY3,GRAMD2A,GRM2A_HUMAN,GRAM domain-containing protein 2A
P30679,GNA15,GNA15_HUMAN,Guanine nucleotide-binding protein subunit alpha-15
Q14832,GRM3,GRM3_HUMAN,Metabotropic glutamate receptor 3
Q96KT0,FAM167A-AS1,FAAS1_HUMAN,Uncharacterized protein FAM167A-AS1
P16930,FAH,FAAA_HUMAN,Fumarylacetoacetase
Q53RD9,FBLN7,FBLN7_HUMAN,Fibulin-7
Q9H2A7,CXCL16,CXL16_HUMAN,C-X-C motif chemokine 16
O75899,GABBR2,GABR2_HUMAN,Gamma-aminobutyric acid type B receptor subunit 2
Q15370,ELOB,ELOB_HUMAN,Elongin-B
Q9BTZ2,DHRS4,DHRS4_HUMAN,Dehydrogenase/reductase SDR family member 4
Q9NUU7,DDX19A,DD19A_HUMAN,ATP-dependent RNA helicase DDX19A
Q9HCS5,EPB41L4A,E41LA_HUMAN,Band 4.1-like protein 4A
P56555,DSCR4,DSCR4_HUMAN,Down syndrome critical region protein 4
Q96HY7,DHTKD1,DHTK1_HUMAN,"Probable 2-oxoglutarate dehydrogenase E1 component DHKTD1, mitochondrial"
Q9BTV5,FSD1,FSD1_HUMAN,Fibronectin type III and SPRY domain-containing protein 1
O43143,DHX15,DHX15_HUMAN,Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15
Q13361,MFAP5,MFAP5_HUMAN,Microfibrillar-associated protein 5
Q9NWU2,GID8,GID8_HUMAN,Glucose-induced degradation protein 8 homolog
Q96C03,MIEF2,MID49_HUMAN,Mitochondrial dynamics protein MID49
Q99543,DNAJC2,DNJC2_HUMAN,DnaJ homolog subfamily C member 2
Q8N1L1,LINC00528,CV037_HUMAN,Putative uncharacterized protein encoded by LINC00528
Q8NES8,DEFB124,DB124_HUMAN,Beta-defensin 124
Q6UX04,CWC27,CWC27_HUMAN,Spliceosome-associated protein CWC27 homolog
Q14147,DHX34,DHX34_HUMAN,Probable ATP-dependent RNA helicase DHX34
P06340,HLA-DOA,DOA_HUMAN,"HLA class II histocompatibility antigen, DO alpha chain"
Q8WWB7,GLMP,GLMP_HUMAN,Glycosylated lysosomal membrane protein
Q6ZVH7,ESPNL,ESPNL_HUMAN,Espin-like protein
B1AK53,ESPN,ESPN_HUMAN,Espin
Q8TBJ5,FEZF2,FEZF2_HUMAN,Fez family zinc finger protein 2
P57773,GJA9,CXA9_HUMAN,Gap junction alpha-9 protein
O15544,LINC01565,GR6_HUMAN,Protein GR6
O14843,FFAR3,FFAR3_HUMAN,Free fatty acid receptor 3
P11926,ODC1,DCOR_HUMAN,Ornithine decarboxylase
P42566,EPS15,EPS15_HUMAN,Epidermal growth factor receptor substrate 15
Q6PIJ6,FBXO38,FBX38_HUMAN,F-box only protein 38
P47211,GALR1,GALR1_HUMAN,Galanin receptor type 1
P52569,SLC7A2,CTR2_HUMAN,Cationic amino acid transporter 2
Q9UHL3,FAM153A,F153A_HUMAN,Protein FAM153A
P0DPI2,GATD3A,GAL3A_HUMAN,"Glutamine amidotransferase-like class 1 domain-containing protein 3A, mitochondrial"
P55265,ADAR,DSRAD_HUMAN,Double-stranded RNA-specific adenosine deaminase
Q96JK2,DCAF5,DCAF5_HUMAN,DDB1- and CUL4-associated factor 5
Q15768,EFNB3,EFNB3_HUMAN,Ephrin-B3
Q8TAM6,ERMN,ERMIN_HUMAN,Ermin
Q6ZRQ5,MMS22L,MMS22_HUMAN,Protein MMS22-like
A6ND01,IZUMO1R,JUNO_HUMAN,Sperm-egg fusion protein Juno
P07195,LDHB,LDHB_HUMAN,L-lactate dehydrogenase B chain
O95256,IL18RAP,I18RA_HUMAN,Interleukin-18 receptor accessory protein
Q6UWW0,LCN15,LCN15_HUMAN,Lipocalin-15
P04180,LCAT,LCAT_HUMAN,Phosphatidylcholine-sterol acyltransferase
Q5T5B0,LCE3E,LCE3E_HUMAN,Late cornified envelope protein 3E
Q01344,IL5RA,IL5RA_HUMAN,Interleukin-5 receptor subunit alpha
P20702,ITGAX,ITAX_HUMAN,Integrin alpha-X
Q92613,JADE3,JADE3_HUMAN,Protein Jade-3
Q5T7N3,KANK4,KANK4_HUMAN,KN motif and ankyrin repeat domain-containing protein 4
Q68E01,INTS3,INT3_HUMAN,Integrator complex subunit 3
Q92985,IRF7,IRF7_HUMAN,Interferon regulatory factor 7
